Collection;"Record Number";"Project acronym";Title;ID;Teaser;"Domains of application";Programmes;"Fields of science";"Project start date";"Project end date";Language;"Available languages";"Last updated";URL
news;36597;;"CORDIS Express: Historic week in the fight against climate change";36597-cordis-express-historic-week-in-the-fight-against-climate-change;"The past week was a busy one for environmental policy. In a matter of days, the world celebrated the ""Environment Day"", the G7 backed a 2015 climate deal, the European Commission hosted the new edition of the Green Week and Barack Obama announced an historic governmental plan ...";;;;;;en;de,en,es,fr,it,pl;"2014-06-06 00:00:02";https://cordis.europa.eu/article/id/36597-cordis-express-historic-week-in-the-fight-against-climate-change
news;36104;;"Promoting environmental justice worldwide";36104-promoting-environmental-justice-worldwide;"The increasing social metabolism of the world economy and the global competition for resources is placing ever-greater pressure on the environment and on vulnerable communities. This trend is set to continue, increasing the potential for more conflicts over scarce resources an...";;;;;;en;de,en,es,fr,it,pl;"2013-09-26 00:00:02";https://cordis.europa.eu/article/id/36104-promoting-environmental-justice-worldwide
brief;435519;;"Putting the cost of energy efficiency renovations on the meter";435519-putting-the-cost-of-energy-efficiency-renovations-on-the-meter;"A new financing mechanism helps homeowners renovate their homes with the support of their utility company, offering a way to deliver much needed retrofits to Europe’s housing stock.";Energy;H2020-EU.3.3.,H2020-EU.3.3.7.,H2020-EU.3.3.1.;;;;en;de,en,es,fr,it,pl;"2021-12-23 13:58:25";https://cordis.europa.eu/article/id/435519-putting-the-cost-of-energy-efficiency-renovations-on-the-meter
brief;88351;;"Politics of life";88351-politics-of-life;"Involving European citizens in governance processes of controversial issues such as genetic engineering and nuclear power will help the EU become a model society for the world.";"Climate Change and Environment";FP6-CITIZENS;;;;en;de,en,es,fr,it,pl;"2012-04-03 16:00:32";https://cordis.europa.eu/article/id/88351-politics-of-life
brief;92181;;"Solving the orbital debris problem";92181-solving-the-orbital-debris-problem;"The increase in space debris orbiting around Earth calls for mitigation strategies that address this issue at its roots. An EU-funded project has developed a new technology to be carried onboard future satellites to allow de-orbiting and re-entry at the end of their mission.";"Climate Change and Environment";FP7-SPACE;;;;en;de,en,es,fr,it,pl;"2013-11-21 13:01:25";https://cordis.europa.eu/article/id/92181-solving-the-orbital-debris-problem
brief;157604;;"Addressing security challenges";157604-addressing-security-challenges;"Border security is one of Europe's key security challenges. Developing practical ways to detect hidden persons and illegal substances at borders is instrumental in avoiding terrorism.";"Climate Change and Environment";FP7-SECURITY;;;;en;de,en,es,fr,it,pl;"2015-03-04 11:20:30";https://cordis.europa.eu/article/id/157604-addressing-security-challenges
news;96756;;"Creating A Virtual Community For Nuclear Medicine";96756-creating-a-virtual-community-for-nuclear-medicine;"A 'one-stop shop' Web portal for Radiopharmacists, who prepare the radioactive drugs used in the Nuclear Medicine departments of many hospitals and clinics around the world, is becoming a reality with the help of three million euros from the EUs Framework Programme.";;;;;;en;en;"2005-09-27 13:19:51";https://cordis.europa.eu/article/id/96756-creating-a-virtual-community-for-nuclear-medicine
news;124413;;"FETFX, the laurel is yours!";124413-fetfx-the-laurel-is-yours;"fetfx.eu has won the 2018 .eu Web Awards in the “Laurels” category, an acknowledgment of fetfx.eu’s mission to inform society of the benefits from European research on Future and Emerging Technologies.";;;;;;en;en;"2018-12-05 12:11:27";https://cordis.europa.eu/article/id/124413-fetfx-the-laurel-is-yours
news;96690;;"Project To Increase Research & Development Among SMEs";96690-project-to-increase-research-development-among-smes;"A new project aims to boost the number of Small and Medium Sized Enterprises (SMEs) accessing R&D funding from the EU's 19 billion Sixth Framework Programme (FP6). DETECT-IT is being funded from the Research and Innovation priority in FP6, and the project has assembled a network of 62 organisations to help SMEs across Europe access this money.";;;;;;en;en;"2005-09-27 13:19:43";https://cordis.europa.eu/article/id/96690-project-to-increase-research-development-among-smes
publication;893740;;"Mixture Risk Assessment of Complex Real-Life Mixtures—The PANORAMIX Project";101036631_1607698_PUBLI;;;;;;;en;en;"2022-11-21 19:11:27";https://doi.org/10.3390/ijerph192012990
pubsum;695657;;"Periodic Reporting for period 1 - BirthControlEnvirons (Contraception meets the environment: everyday contraceptive practices, politics, and futures in a toxic age)";838680_PS;"Young women in France are increasingly turning away from ‘the pill’ for contraception. This shift is packed with meaning: it signals a crisis for the contraceptive method that hasbeen the bedrock of French family planning for more than fifty years, the access to which is...";;H2020-EU.1.3.,H2020-EU.1.3.2.;;;;en;en;"2021-07-19 20:10:01";https://cordis.europa.eu/project/id/838680/reporting
pubsum;660404;;"Periodic Reporting for period 2 - EU-SENSE (European Sensor System for CBRN Applications)";787031_PS;"The EU-SENSE project put forward the following three objectives: •	High-Level Objective 1 – To contribute to better situational awareness of the CBRNe practitioners through the development of a novel network of chemical sensors, which will provide a technological solution...";;H2020-EU.3.7.,H2020-EU.3.7.1.,H2020-EU.3.7.5.;;;;en;en;"2022-04-12 13:24:02";https://cordis.europa.eu/project/id/787031/reporting
